省份,城市,区域,院校名称,建校时间,隶属于,985工程,211工程,双一流,强基,国家重点学科,硕士点,博士点,重点实验室,占地面积(亩),院校类型,办学类型,办学性质,电子邮箱,地址,官方网址,官方电话,简介
新疆,乌鲁木齐市,,新疆建设职业技术学院,2002,新疆维吾尔自治区,,,,,0,0,0,0,232,理工类,专科（高职）,公办,xjjsxyzb@163.com,新疆乌鲁木齐市杭州西街272号,http://www.xjjsxy.net/,"0991-4310021,0991-4319034,0991-4314235",一、学院概况新疆建设职业技术学院是经自治区人民政府批准成立，并在国家教育部备案的一所培养现代建设类高级技术应用型专门人才的省属国办全日制高等职业院校。学生毕业后颁发国家教育部电子注册的毕业证书。学院位于新疆维吾尔自治区首府乌鲁木齐。学院是一所建设专业类的高等职业院校，是由新疆建筑职大、新疆建工学校、新疆城建学校、新疆建材学校合并组
江苏,苏州市,,苏州卫生职业技术学院,1911,江苏省,,,,,0,0,0,0,753,医药类,专科（高职）,公办,szwszhsh@szhct.edu.cn,"石湖校区：苏州国际教育园北区科华路28号,书院校区：苏州市书院巷20号",https://www.szhct.edu.cn/meitiguanzhu/,"0512-62690106,0512-62693002,0512-62693003",苏州卫生职业技术学院是一所具有百年历史的江苏省省属全日制公办专科层次普通高校，其前身是1911年美国基督教会创办的私立博习医院护士学校，是江苏省示范性高等职业院校。学院坐落于素有“人间天堂”之称的古城苏州，主校区位于秀丽的石湖之畔苏州国际教育园北区，其他两个校区分别在苏州古城区的书院巷和古镇木渎。学院共占地50.2万平方米(753亩)，建筑面积35万
云南,楚雄彝族自治州,,楚雄医药高等专科学校,1950,云南省,,,,,0,0,0,0,453,医药类,专科（高职）,公办,cxyz439@126.com,云南省楚雄市东瓜镇,,0878-3875439,"楚雄医药高等专科学校(国标代码14013)是经国家教育部批准设立的全日制公办普通高等专科院校,是云南省特色骨干专科学校。学校座落于拥有“人类发祥地”和“古生物宝库”之美誉的滇中腹地—楚雄,交通便利，校园环境优美，办学设施齐全，教学设备先进，师资力量雄厚。学校先后获得全国民族团结进步先进集体、全国无偿献血特别进步促进奖、云南省文明单位、云南省文"
内蒙古,呼和浩特市,,内蒙古机电职业技术学院,1952,内蒙古自治区,,,,,0,0,0,0,837,理工类,专科（高职）,公办,nmgjdzsc@163.com,内蒙古自治区呼和浩特市大学城学府路1号,http://www.nmgjdxy.com/,"0471-5279084,0471-5279085",内蒙古机电职业技术学院成立于2003年，是经自治区人民政府批准、国家教育部备案的培养理工科高素质高级技能型专门人才的公办全日制普通高等学校，前身为1952年创立的内蒙古工业学校，是自治区成立后建立的第一所工科学校。2006年原水利学校整体并入。学院属全额拨款事业单位，直属自治区教育厅。学院是国家百所骨干高职院校，占地面积830亩，建筑面积29.7万平方米。6
江苏,南京市,,金肯职业技术学院,2000,江苏省教育厅,,,,,0,0,0,0,832,理工类,专科（高职）,民办,zsb@jku.cn,江苏省南京市江宁区金铜路2号,http://www.jku.edu.cn/,025-86197141,金肯职业技术学院是一所由全国三八红旗手鲍莉萍女士于1998年投资创建，并经江苏省人民政府批准、教育部备案的省属全日制普通高职院校。学院先后获得“全国先进社会组织”、“江苏省5A级社会组织”、“江苏省平安校园”、“江苏省首批国防教育示范学校”等荣誉称号，2011年被确定为省级示范性高等职业院校培育建设单位。2013年顺利通过国家高职高专院校人才培养工作
四川,成都市,郫都区,四川工商学院,2001,四川省教育厅,,,,,0,0,0,0,2076,综合类,普通本科,民办,zs@stbu.edu.cn,"四川省成都市郫都区团结镇学院街65号,四川省眉山市眉州大道岷东段9号",https://www.stbu.edu.cn/,"028-87953080,028-87953086,028-38090999",四川工商学院，其前身是2001年成立的四川师范大学电子信息工程学院，2004年经教育部批准设立为独立学院四川师范大学成都学院。2015年4月经教育部批准转设为四川工商学院。学校面向全国统一招生，实施全日制本、专科学历教育，培养具有社会责任感、创新精神和实践能力的高素质应用型技术技能型人才。学校占地1600余亩，在成都和眉山有两个校区，成都校区位于府南河源
海南,省直辖县级行政区划,琼海市,海南软件职业技术学院,1923,海南省,,,,,0,0,0,0,326,理工类,专科（高职）,公办,zs@hncst.edu.cn,海南省琼海市富海路128号,http://www.hncst.edu.cn/,"0898-31690060,0898-31690900",海南软件职业技术学院是2003年3月经海南省人民政府批准设立，教育部备案，由原海南琼海师范学校升格而成的主要培养信息、软件行业的高素质技术技能人才的公办全日制高等职业院校，至今已有96年的办学历史。学校是海南唯一一所连续两次顺利通过教育部人才培养工作评估的公办高职院校、海南省优质高等职业院校立项建设学校、海南省毕业生就业工作优秀单位。学校坐
海南,海口市,,海南经贸职业技术学院,1984,海南省,,,,,0,0,0,0,1032,财经类,专科（高职）,公办,hnjmzs@126.com,海南省海口市桂林洋高校区,http://www.hceb.edu.cn,"0898-60831388,0898-65922033",海南经贸职业技术学院创建于1984年，是一所以培养经贸类高素质技术技能人才为主的国有公办高校，是中国特色高水平高职学校、国家骨干高职院校、国家优质高职院校、全国毕业生就业典型经验高校、全国职业院校实习管理50强、全国职业院校学生管理50强、全国职业院校魅力校园、全国职业院校就业竞争力示范校、全国高职高专院校竞争力百强学校、全国高职院校创新创业
河北,廊坊市,,北京中医药大学东方学院,2005,河北省教育厅,,,,,0,0,0,0,1300,综合类,普通本科,民办,dfzs@bucmdf.edu.cn,"廊坊校区学院地址：廊坊市东方大学城教学南区,渤海校区学院地址：河北省沧州市渤海新区中捷产业园区渤海3号路东段",http://www.bucmdf.edu.cn,"010-80841819,010-80841869",北京中医药大学东方学院(国标码：13899以下简称东方学院)系北京中医药大学(教育部直属重点大学、国家唯一的中医药“211”工程建设高校)申办，2005年国家教育部批准的全日制普通本科独立学院。学院设有中医学、中西医临床医学、针灸推拿学、中药学、中药制药、中草药栽培与鉴定、护理学、医学检验技术、工商管理、市场营销、公共事业管理、健康服务与管理等专业。2007
江苏,苏州市,,苏州经贸职业技术学院,1961,江苏省,,,,,0,0,0,0,820,财经类,专科（高职）,公办,xsc@szjm.edu.cn,苏州市国际教育园北区学府路287号,http://www.szjm.edu.cn,0512-62910011,苏州经贸职业技术学院坐落在苏州国际教育园北区，南依层峦叠翠的上方山国家森林公园，东临风光秀丽的国家级太湖风景区石湖景区，湖光山色、清秀宜人。学院是一所隶属于江苏省教育厅的公办全日制高等职业院校，2003年，由原江苏省丝绸学校、江苏省苏州商业学校两所国家级重点中专校合并组建升格成立。2007年，学院通过教育部高职高专人才培养工作水平评估并获得“
河南,三门峡市,湖滨区,三门峡职业技术学院,1999,河南省,,,,,0,0,0,0,1400,理工类,专科（高职）,公办,smxptzb@yahoo.com.cn,三门峡市崤山西路42号,http://www.smxpt.cn,"0398-2183558,0398-2168881",三门峡职业技术学院坐落在被誉为“黄河明珠、文化圣地、天鹅之城”的三门峡市，是1999年经国家教育部批准，在豫西师范学校(始建于1946年)和三门峡广播电视大学(始建于1986年)合并基础上成立的一所由三门峡市人民政府举办，河南省教育厅实施业务管理的全日制普通高等职业院校，是河南省同类院校中办学历史最长、获得高职教育资格最早的院校之一。学院现有食品园林学
新疆,乌鲁木齐市,新市区,新疆机电职业技术学院,1958,新疆维吾尔自治区,,,,,0,0,0,0,1930,理工类,专科（高职）,公办,xjjdliudong1017@sina.cn,新疆乌鲁木齐市经济技术开发区（头屯河区）艾丁湖路1350号,,0991-6668403,新疆机电职业技术学院，建校于1957年，是新疆维吾尔自治区人民政府批准、国家教育部备案独立设置的普通大专院校。学院有近半个世纪的办学历史，六十、八十、九十年代三次被教育部评为国家级重点学校。作为新疆制造业领域唯一的高职院校，我院为新疆制造业和其他领域培养和输送了大量的专业技术人才。新疆机电职业技术学院是经新疆维吾尔自治区人民政府批准成立
陕西,西安市,灞桥区,西安财经大学行知学院,2004,陕西省教育厅,,,,,0,0,0,0,630,财经类,普通本科,民办,xcxzzsb@sina.com,西安市灞桥区狄寨路57号,http://www.xcxz.com.cn,"029-62976824,029-62976812",西安财经大学行知学院是教育部批准（教发函[2004]72号），由西安财经大学和陕西文信教育投资公司合作举办的一所特色鲜明，以经济和管理学科为主开展本科教育的独立学院。学校坐落于古都西安白鹿原大学城。2018年12月，西安财经学院行知学院更名为西安财经大学行知学院。学校现设有管理学院、会计学院、经济与统计学院、人文艺术学院和通识教学部、思想政治理论课教
江苏,无锡市,,江苏信息职业技术学院,2002,江苏省,,,,,0,0,0,0,1165,理工类,专科（高职）,公办,zjb@jsit.edu.cn,江苏省无锡市钱藕路1号,http://www.jsit.edu.cn/,"400-188-7270,0510-85811518",江苏信息职业技术学院于2002年8月组建，是江苏省人民政府批准、教育部备案的国有公办普通高等学校，是江苏省示范性高等职业院校。学院的前身为创建于1953年的国家级重点中专无锡无线电工业学校和创建于1997年的国家级职教中心无锡市锡山职教中心。学院师生秉承“养正修能”的校训，弘扬“立德树人”的校风，建设以物联网技术融合现代制造业和现代服务业的发展，信
广西,南宁市,,广西艺术学院,1938,广西壮族自治区,,,,,0,6,0,0,665,艺术类,普通本科,公办,gxaizsb@163.com,广西南宁市教育路七号,https://www.gxau.edu.cn/,"0771-5333126,0771-5327082,0771-5317393",广西艺术学院位于广西壮族自治区首府南宁市，是全国7所综合性普通本科高等艺术院校之一。现为国家文化和旅游部与广西壮族自治区人民政府共建高校，教育部本科教学评估优秀高校，广西特色优势高校，广西博士单位立项建设高校，国家中西部高校基础能力建设工程高校。学校前身是我国著名音乐家满谦子先生和现代杰出画家、美术教育家徐悲鸿先生以及著名作曲家、音
安徽,马鞍山市,,马鞍山职业技术学院,1984,安徽省,,,,,0,0,0,0,596,理工类,专科（高职）,公办,zsb@mastc.edu.cn,安徽省马鞍山市霍里山中路328号,http://www.mastc.edu.cn/,"0555-2753032,0555-2753322",马鞍山职业技术学院坐落于全国文明城市、中国诗歌之城——安徽省马鞍山市。学院前身为马鞍山联合大学，创办于1984年。2008年2月，经安徽省人民政府批准，独立设置更名为“马鞍山职业技术学院”。2011年12月，学院与马鞍山技师学院整合；2015年5月，马鞍山市卫生学校并入；2019年4月，马鞍山网络大学（安徽省广播电视大学马鞍山分校）并入。2020年3月，马鞍山职业技术学
